reference_id,year,volume,first_page,first_author_lastname,article_title,volume_title,journal_title,doi,unstructured,best_score,score_original,score_after_grobid,score_without_year,grobid_attempted,threshold_failed
ref_49,2011,2,61,Mustafa,Impact of gold nanoparticles concentration on their cellular uptake by MC3T3-E1 mouse osteoblastic cells as analyzed by transmission electron microscopy,,,,,15,15,N/A,N/A,No,Yes
ref_59,2012,7,3235,Xie,Brain-targeting study of stearic acid–grafted chitosan micelle drug-delivery system,,,,,11,11,N/A,N/A,No,Yes
