reference_id,DOI,http://prismstandard.org/namespaces/basic/2.0/publicationDate,http://purl.org/dc/terms/title,http://purl.org/spar/datacite/hasIdentifier,http://purl.org/spar/pro/isDocumentContextFor,http://purl.org/vocab/frbr/core#embodiment,http://purl.org/vocab/frbr/core#partOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
b1,10.1145/2694344.2694383,2015-03-14,Architectural Support For Software-Defined Metadata Processing,https://w3id.org/oc/meta/id/062102456122,https://w3id.org/oc/meta/ar/0621010892350,,https://w3id.org/oc/meta/br/062102532483,http://purl.org/spar/fabio/ProceedingsPaper
b3,10.1145/2581122.2544147,2014,WatchdogLite,https://w3id.org/oc/meta/id/062602810102,https://w3id.org/oc/meta/ar/0626012227335,,https://w3id.org/oc/meta/br/062602926205,http://purl.org/spar/fabio/ProceedingsPaper
b4,10.1109/sp.2013.13,2013-05,SoK: Eternal War In Memory,https://w3id.org/oc/meta/id/06503125909,https://w3id.org/oc/meta/ar/065014058979,,https://w3id.org/oc/meta/br/06503360427,http://purl.org/spar/fabio/ProceedingsPaper
b6,10.1145/2076732.2076739,2011,Ripe,https://w3id.org/oc/meta/id/062302853980,https://w3id.org/oc/meta/ar/0623012339810,,https://w3id.org/oc/meta/br/062302998331,http://purl.org/spar/fabio/ProceedingsPaper
b8,10.1007/3-540-45937-5_16,2002,CIL: Intermediate Language And Tools For Analysis And Transformation Of C Programs,https://w3id.org/oc/meta/id/06350763373,https://w3id.org/oc/meta/ar/0612012172015,https://w3id.org/oc/meta/re/061202233639,https://w3id.org/oc/meta/br/069066365,http://purl.org/spar/fabio/BookChapter
b10,10.1109/sp.2016.9,2016-05,HDFI: Hardware-Assisted Data-Flow Isolation,https://w3id.org/oc/meta/id/0676086492,https://w3id.org/oc/meta/ar/0614010788093,,https://w3id.org/oc/meta/br/061402468844,http://purl.org/spar/fabio/ProceedingsPaper
