reference_id,article_title,matched_title,score,matched_doi,meta_id,query_type
b0,The Atmospheric Radiation Measurement Program,The Atmospheric Radiation Measurement Program,70,10.1063/1.1554135,https://w3id.org/oc/meta/br/06202172550,year_volume_page
b1,"Cloud radiative effect, cloud fraction and cloud type at two stations in Switzerland using hemispherical sky cameras","Cloud Radiative Effect, Cloud Fraction And Cloud Type At Two Stations In Switzerland Using Hemispherical Sky Cameras",70,10.5194/amt-10-4587-2017,https://w3id.org/oc/meta/br/06102290747,year_volume_page
b2,Cloud fraction determined by thermal infrared and visible all-sky cameras,Cloud Fraction Determined By Thermal Infrared And Visible All-Sky Cameras,70,10.5194/amt-11-5549-2018,https://w3id.org/oc/meta/br/06102290397,year_volume_page
b3,SURFRAD - a national surface radiation budget network for atmospheric research,SURFRAD—A National Surface Radiation Budget Network For Atmospheric Research,70,10.1175/1520-0477(2000)081<2341:sansrb>2.3.co;2,https://w3id.org/oc/meta/br/062203477414,year_volume_page
b4,Surface summertime radiative forcing by shallow cumuli at the Atmospheric Radiation Measurement Southern Great Plains site,Surface Summertime Radiative Forcing By Shallow Cumuli At The Atmospheric Radiation Measurement Southern Great Plains Site,70,10.1029/2010jd014593,https://w3id.org/oc/meta/br/06150280326,author_title
b5,On a derivable formula for long-wave radiation from clear skies,On A Derivable Formula For Long-Wave Radiation From Clear Skies,70,10.1029/wr011i005p00742,https://w3id.org/oc/meta/br/061601066851,year_volume_page
b6,Baseline Surface Radiation Network (BSRN): structure and data description (1992–2017),Baseline Surface Radiation Network (BSRN): Structure And Data Description (1992–2017),70,10.5194/essd-10-1491-2018,https://w3id.org/oc/meta/br/06301827699,year_volume_page
b8,Automatic cloud amount detection by surface longwave downward radiation measurements,Automatic Cloud Amount Detection By Surface Longwave Downward Radiation Measurements,70,10.1029/2003jd004182,https://w3id.org/oc/meta/br/06190288457,author_title
b9,Fourth World Radiometric Reference to SI radiometric scale comparison and implications for on-orbit measurements of the total solar irradiance,Fourth World Radiometric Reference To SI Radiometric Scale Comparison And Implications For On-Orbit Measurements Of The Total Solar Irradiance,70,10.1088/0026-1394/49/2/s34,https://w3id.org/oc/meta/br/0690768068,author_title
b11,N/A,Statistical Methods For Environmental Pollution Monitoring.,65,10.2307/2531935,https://w3id.org/oc/meta/br/06170317001,author_title
b12,The Global Energy Balance Archive B,The Global Energy Balance Archive,70,10.1175/1520-0477(1999)080<0831:tgeba>2.0.co;2,https://w3id.org/oc/meta/br/062203477497,year_volume_page
b13,Effective atmospheric boundary layer temperature from longwave radiation measurements,Effective Atmospheric Boundary Layer Temperature From Longwave Radiation Measurements,70,10.1029/2009jd012274,https://w3id.org/oc/meta/br/06180285200,author_title
b14,A new absolute reference for atmospheric longwave irradiance measurements with traceability to SI units,A New Absolute Reference For Atmospheric Longwave Irradiance Measurements With Traceability To SI Units,70,10.1002/2014jd021630,https://w3id.org/oc/meta/br/06702346152,year_volume_page
b16,Uncertainties of parameterized surface downward clear-sky shortwave and all-sky longwave radiation,Uncertainties Of Parameterized Surface Downward Clear-Sky Shortwave And All-Sky Longwave Radiation.,70,10.5194/acp-12-5077-2012,https://w3id.org/oc/meta/br/062201754743,year_volume_page
b17,The World Optical Depth Research and Calibration Center (WORCC) quality assurance and quality control of GAW-PFR AOD measurements,Research,70,10.1302/2048-0105.76.360656,https://w3id.org/oc/meta/br/061602099924,year_volume_page
b19,The spectral distribution of solar radiation at the earth's surface—elements of a model,The Spectral Distribution Of Solar Radiation At The Earth'S Surface—Elements Of A Model,70,10.1016/0038-092x(78)90187-1,https://w3id.org/oc/meta/br/06601284284,year_volume_page
b20,A method for continuous estimation of clear-sky downwelling longwave radiative flux developed using ARM surface measurements,A Method For Continuous Estimation Of Clear-Sky Downwelling Longwave Radiative Flux Developed Using ARM Surface Measurements,70,10.1029/2008jd009936,https://w3id.org/oc/meta/br/06220277989,author_title
b21,Evaluations of atmospheric downward longwave radiation from 44 coupled general circulation models of CMIP5,Evaluations Of Atmospheric Downward Longwave Radiation From 44 Coupled General Circulation Models Of CMIP5,70,10.1002/2013jd021427,https://w3id.org/oc/meta/br/06702346321,year_volume_page
b23,Altitude dependence of surface radiation fluxes and cloud forcing in the alps: results from the alpine surface radiation budget network,Altitude Dependence Of Surface Radiation Fluxes And Cloud Forcing In The Alps: Results From The Alpine Surface Radiation Budget Network,70,10.1007/s007040200019,https://w3id.org/oc/meta/br/062202438575,year_volume_page
b24,Technical note: The libRadtran software package for radiative transfer calculations - description and examples of use,Technical Note: The libRadtran Software Package For Radiative Transfer Calculations - Description And Examples Of Use,70,10.5194/acp-5-1855-2005,https://w3id.org/oc/meta/br/062501760962,year_volume_page
b26,A Climatology of Surface Cloud Radiative Effects at the ARM Tropical Western Pacific Sites,A Climatology Of Surface Cloud Radiative Effects At The ARM Tropical Western Pacific Sites,65,10.1175/jamc-d-12-0189.1,https://w3id.org/oc/meta/br/06502392953,year_volume_page
b27,Accounting for the solar radiation influence on downward longwave irradiance measurements by pyrgeometers,Accounting For The Solar Radiation Influence On Downward Longwave Irradiance Measurements By Pyrgeometers,70,10.1175/jtech-d-11-00216.1,https://w3id.org/oc/meta/br/06150410264,year_volume_page
b28,"Comparison of GPS and ERA40 IWV in the Alpine region, including correction of GPS observations at Jungfraujoch (3584 m)","Comparison Of GPS And ERA40 IWV In The Alpine Region, Including Correction Of GPS Observations At Jungfraujoch (3584 M)",70,10.1029/2005jd006043,https://w3id.org/oc/meta/br/06150282322,author_title
b29,A 10-year integrated atmospheric water vapor record using precision filter radiometers at two high-alpine sites,A 10-Year Integrated Atmospheric Water Vapor Record Using Precision Filter Radiometers At Two High-Alpine Sites,70,10.1029/2005gl024079,https://w3id.org/oc/meta/br/061602822101,author_title
b31,Revising shortwave and longwave radiation archives in view of possible revisions of the WSG and WISG reference scales: methods and implications,Revising Shortwave And Longwave Radiation Archives In View Of Possible Revisions Of The WSG And WISG Reference Scales: Methods And Implications,70,10.5194/amt-10-3057-2017,https://w3id.org/oc/meta/br/06102290832,year_volume_page
b32,Influence of synoptic weather patterns on solar irradiance variability in northern Europe,Influence Of Synoptic Weather Patterns On Solar Irradiance Variability In Northern Europe,70,10.1175/jcli-d-15-0476.1,https://w3id.org/oc/meta/br/061401021357,year_volume_page
b33,Elevation-dependent warming in mountain regions of the world,Elevation-dependent Warming In Mountain Regions Of The World,70,10.1038/nclimate2563,https://w3id.org/oc/meta/br/06210787520,year_volume_page
b34,Trends and variability of surface so- lar radiation in Europe based on surface- and satellite- based data records,Trends And Variability Of Surface Solar Radiation In Europe Based On Surface‐ And Satellite‐Based Data Records,65,10.1002/2017jd027418,https://w3id.org/oc/meta/br/06402375751,year_volume_page
b38,A new long-wave formula for estimating downward clear-sky radiation at the surface,A New Long-Wave Formula For Estimating Downward Clear-Sky Radiation At The Surface,70,10.1002/qj.49712253306,https://w3id.org/oc/meta/br/061601207462,year_volume_page
b39,he climatological record of clear-sky long- wave radiation at the Earth’s surface: evidence for water vapour feedback?,The Climatological Record Of Clear‐Sky Longwave Radiation At The Earth's Surface: Evidence For Water Vapour Feedback?,65,10.1080/01431160802036508,https://w3id.org/oc/meta/br/0628018119,year_volume_page
b40,Cloud-radiative forcing and climate: Results from the Earth Radiation Budget Experiment,Cloud-Radiative Forcing And Climate: Results From The Earth Radiation Budget Experiment,70,10.1126/science.243.4887.57,https://w3id.org/oc/meta/br/06150487335,year_volume_page
b41,"Aerosols, Climate, and the Hydrological Cycle","Aerosols, Climate, And The Hydrological Cycle",70,10.1126/science.1064034,https://w3id.org/oc/meta/br/061703512070,year_volume_page
b42,Assessment of BSRN radiation records for the computation of monthly means,Assessment Of BSRN Radiation Records For The Computation Of Monthly Means,70,10.5194/amt-4-339-2011,https://w3id.org/oc/meta/br/06302276461,year_volume_page
b43,"Observed relationship between surface specific humidity, integrated water vapor, and longwave downward radiation at different altitudes","Observed Relationship Between Surface Specific Humidity, Integrated Water Vapor, And Longwave Downward Radiation At Different Altitudes",70,10.1029/2006jd007850,https://w3id.org/oc/meta/br/06130279947,author_title
b44,Fewer clouds in the Mediterranean: consistency of observations and climate simulations,Fewer Clouds In The Mediterranean: Consistency Of Observations And Climate Simulations,70,10.1038/srep41475,https://w3id.org/oc/meta/br/061202613626,author_title
