reference_id,article_title,matched_title,score,matched_doi,meta_id,query_type
b1,Changes of postural control and muscle activation pattern in response to external perturbations after neck flexor fatigue in young subjects with and without chronic neck pain,Changes Of Postural Control And Muscle Activation Pattern In Response To External Perturbations After Neck Flexor Fatigue In Young Subjects With And Without Chronic Neck Pain,70,10.1016/j.gaitpost.2015.02.007,https://w3id.org/oc/meta/br/06110660578,author_title
b3,Biomechanics of the cervical spine Part 3: minor injuries,Biomechanics Of The Cervical Spine Part 3: Minor Injuries.,70,10.1016/s0268-0033(01)00003-1,https://w3id.org/oc/meta/br/061501759625,author_title
b4,Biomechanics of the cervical spine 4: major injuries,Biomechanics Of The Cervical Spine 4: Major Injuries.,70,10.1016/s0268-0033(01)00101-2,https://w3id.org/oc/meta/br/061101766312,author_title
b6,Role of adaptive plasticity in recovery of function after damage to motor cortex,Role Of Adaptive Plasticity In Recovery Of Function After Damage To Motor Cortex,70,10.1002/mus.1104,https://w3id.org/oc/meta/br/06102530948,author_title
b7,Effect of streptozotocin-induced diabetes on motor representations in the motor cortex and corticospinal tract in rats,Effect Of Streptozotocin-Induced Diabetes On Motor Representations In The Motor Cortex And Corticospinal Tract In Rats,70,10.1016/j.brainres.2017.12.016,https://w3id.org/oc/meta/br/06901811541,author_title
b8,Neck and trunk representations in the primary motor cortex in rats,Neck And Trunk Representations In The Primary Motor Cortex In Rats,70,10.1589/jpts.31.608,https://w3id.org/oc/meta/br/061202390411,author_title
b9,Overlapping representations of the neck and whiskers in the rat motor cortex revealed by mapping at different anaesthetic depths,Overlapping Representations Of The Neck And Whiskers In The Rat Motor Cortex Revealed By Mapping At Different Anaesthetic Depths,65,10.1111/j.1460-9568.2007.05997.x,https://w3id.org/oc/meta/br/06401311347,author_title
b10,Activity-dependent neural plasticity from bench to bedside,Activity-Dependent Neural Plasticity From Bench To Bedside,70,10.1016/j.neuron.2013.10.028,https://w3id.org/oc/meta/br/062602047444,author_title
b11,Rapid reorganization of adult rat motor cortex somatic representation patterns after motor nerve injury,Rapid Reorganization Of Adult Rat Motor Cortex Somatic Representation Patterns After Motor Nerve Injury.,70,10.1073/pnas.85.6.2003,https://w3id.org/oc/meta/br/06703457893,author_title
