reference_id,DOI,http://prismstandard.org/namespaces/basic/2.0/publicationDate,http://purl.org/dc/terms/title,http://purl.org/spar/datacite/hasIdentifier,http://purl.org/spar/pro/isDocumentContextFor,http://purl.org/vocab/frbr/core#embodiment,http://purl.org/vocab/frbr/core#partOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,article_title,matched_title,score,matched_doi,meta_id,query_type
b4,10.1088/1748-9326/aa7857,2017-12-01,Rooftop Solar Photovoltaic Potential In Cities: How Scalable Are Assessment Approaches?,https://w3id.org/oc/meta/id/06390913817,https://w3id.org/oc/meta/ar/06370258898,https://w3id.org/oc/meta/re/0637055106,https://w3id.org/oc/meta/br/0637062163,http://purl.org/spar/fabio/JournalArticle,Rooftop solar photovoltaic potential in cities: how scalable are assessment approaches?,Rooftop Solar Photovoltaic Potential In Cities: How Scalable Are Assessment Approaches?,70,10.1088/1748-9326/aa7857,https://w3id.org/oc/meta/br/0637061675,author_title
b6,10.1016/j.rser.2014.08.060,2015-01,Modelling Solar Potential In The Urban Environment: State-of-the-art Review,https://w3id.org/oc/meta/id/06405733125,https://w3id.org/oc/meta/ar/061904028870,https://w3id.org/oc/meta/re/06190746551,https://w3id.org/oc/meta/br/06190952364,http://purl.org/spar/fabio/JournalArticle,Modelling solar potential in the urban environment: state-of-the-art review,Modelling Solar Potential In The Urban Environment: State-of-the-art Review,70,10.1016/j.rser.2014.08.060,https://w3id.org/oc/meta/br/06190951785,year_author_page
b7,10.1016/j.rser.2014.08.023,2015-01,"A Review Of The Solar City Concept And Methods To Assess Rooftop Solar Electric Potential, With An Illustrative Application To The City Of Seoul",https://w3id.org/oc/meta/id/06405733180,https://w3id.org/oc/meta/ar/061904028826,https://w3id.org/oc/meta/re/06190746544,https://w3id.org/oc/meta/br/06190952364,http://purl.org/spar/fabio/JournalArticle,"A review of the solar city concept and methods to assess rooftop solar electric potential, with an illustrative application to the city of Seoul","A Review Of The Solar City Concept And Methods To Assess Rooftop Solar Electric Potential, With An Illustrative Application To The City Of Seoul",70,10.1016/j.rser.2014.08.023,https://w3id.org/oc/meta/br/06190951778,year_author_page
b8,10.1016/j.solener.2012.06.007,2012-09,Technical Potential For Photovoltaics On Buildings In The EU-27,https://w3id.org/oc/meta/id/062606011595,https://w3id.org/oc/meta/ar/06405587157,https://w3id.org/oc/meta/re/06401039875,https://w3id.org/oc/meta/br/06401290381,http://purl.org/spar/fabio/JournalArticle,Technical potential for photovoltaics on buildings in the EU-27,Technical Potential For Photovoltaics On Buildings In The EU-27,70,10.1016/j.solener.2012.06.007,https://w3id.org/oc/meta/br/06401290027,year_volume_page
b10,10.3390/s120404534,2012-04-10,The Application Of LiDAR To Assessment Of Rooftop Solar Photovoltaic Deployment Potential In A Municipal District Unit,https://w3id.org/oc/meta/id/061204269740,https://w3id.org/oc/meta/ar/061401777354,https://w3id.org/oc/meta/re/06140300819,https://w3id.org/oc/meta/br/06140441901,http://purl.org/spar/fabio/JournalArticle,The application of LiDAR to assessment of rooftop solar photovoltaic deployment potential in a municipal district unit,The Application Of LiDAR To Assessment Of Rooftop Solar Photovoltaic Deployment Potential In A Municipal District Unit,70,10.3390/s120404534,https://w3id.org/oc/meta/br/06140441690,year_volume_page
b11,10.1016/j.scs.2013.01.002,2013-10,Methodology For Estimating Solar Potential On Multiple Building Rooftops For Photovoltaic Systems,https://w3id.org/oc/meta/id/06150519998,https://w3id.org/oc/meta/ar/061501785776,https://w3id.org/oc/meta/re/06150312695,https://w3id.org/oc/meta/br/06150459864,http://purl.org/spar/fabio/JournalArticle,Methodology for estimating solar potential on multiple building rooftops for photovoltaic systems,Methodology For Estimating Solar Potential On Multiple Building Rooftops For Photovoltaic Systems,70,10.1016/j.scs.2013.01.002,https://w3id.org/oc/meta/br/06150459700,year_author_page
b14,10.1016/j.apenergy.2016.07.001,2017-05,Development Of A Method For Estimating The Rooftop Solar Photovoltaic (PV) Potential By Analyzing The Available Rooftop Area Using Hillshade Analysis,https://w3id.org/oc/meta/id/06806292082,https://w3id.org/oc/meta/ar/06309895387,https://w3id.org/oc/meta/re/06301717090,https://w3id.org/oc/meta/br/0614042342,http://purl.org/spar/fabio/JournalArticle,Development of a method for estimating the rooftop solar photovoltaic (PV) potential by analyzing the available rooftop area using Hillshade analysis,Development Of A Method For Estimating The Rooftop Solar Photovoltaic (PV) Potential By Analyzing The Available Rooftop Area Using Hillshade Analysis,70,10.1016/j.apenergy.2016.07.001,https://w3id.org/oc/meta/br/06302300843,year_author_page
b15,10.1016/j.renene.2015.12.058,2016-05,Estimation Of Rooftop Solar Photovoltaic Potential Using Geo-Spatial Techniques: A Perspective From Planned Neighborhood Of Karachi – Pakistan,https://w3id.org/oc/meta/id/06880215171,https://w3id.org/oc/meta/ar/061402306821,https://w3id.org/oc/meta/re/06140401810,https://w3id.org/oc/meta/br/06140550301,http://purl.org/spar/fabio/JournalArticle,Estimation of rooftop solar photovoltaic potential using geospatial techniques: a perspective from planned neighborhood of Karachi -Pakistan,Estimation Of Rooftop Solar Photovoltaic Potential Using Geo-Spatial Techniques: A Perspective From Planned Neighborhood Of Karachi – Pakistan,70,10.1016/j.renene.2015.12.058,https://w3id.org/oc/meta/br/06140549583,year_author_page
b16,10.1016/j.renene.2014.11.077,2015-04,Evaluation Of The Development Potential Of Rooftop Solar Photovoltaic In Taiwan,https://w3id.org/oc/meta/id/06150617023,https://w3id.org/oc/meta/ar/061502263000,https://w3id.org/oc/meta/re/06150405639,https://w3id.org/oc/meta/br/06150560465,http://purl.org/spar/fabio/JournalArticle,Evaluation of the development potential of rooftop solar photovoltaic in Taiwan,Evaluation Of The Development Potential Of Rooftop Solar Photovoltaic In Taiwan,70,10.1016/j.renene.2014.11.077,https://w3id.org/oc/meta/br/06150559743,year_author_page
b18,10.1016/j.renene.2009.11.016,2010-08,"Calculation Of Bright Roof-Tops For Solar PV Applications In Dhaka Megacity, Bangladesh",https://w3id.org/oc/meta/id/0686012685,https://w3id.org/oc/meta/ar/061802206802,https://w3id.org/oc/meta/re/06180394353,https://w3id.org/oc/meta/br/062209822,http://purl.org/spar/fabio/JournalArticle,"Calculation of bright roof-tops for solar PV applications in Dhaka Megacity, Bangladesh","Calculation Of Bright Roof-Tops For Solar PV Applications In Dhaka Megacity, Bangladesh",70,10.1016/j.renene.2009.11.016,https://w3id.org/oc/meta/br/06180558756,year_volume_page
