reference_id,DOI,http://prismstandard.org/namespaces/basic/2.0/publicationDate,http://purl.org/dc/terms/title,http://purl.org/spar/datacite/hasIdentifier,http://purl.org/spar/pro/isDocumentContextFor,http://purl.org/vocab/frbr/core#embodiment,http://purl.org/vocab/frbr/core#partOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,article_title,matched_title,score,matched_doi,meta_id,query_type
b2,10.1038/495305a,2013-03,Sustainable Development Goals For People And Planet,https://w3id.org/oc/meta/id/06480623783,https://w3id.org/oc/meta/ar/061301316779,https://w3id.org/oc/meta/re/06130227308,https://w3id.org/oc/meta/br/06130346130,http://purl.org/spar/fabio/JournalArticle,Policy: sustainable development goals for people and planet,Sustainable Development Goals For People And Planet,70,10.1038/495305a,https://w3id.org/oc/meta/br/06130345584,year_volume_page
b5,10.1021/acs.est.8b01452,2018-06-22,Using Data Mining To Assess Environmental Impacts Of Household Consumption Behaviors,https://w3id.org/oc/meta/id/06603797925,https://w3id.org/oc/meta/ar/0621012659540,https://w3id.org/oc/meta/re/062102286067,https://w3id.org/oc/meta/br/0613057589,http://purl.org/spar/fabio/JournalArticle,Using data mining to assess environmental impacts of household consumption behaviors,Using Data Mining To Assess Environmental Impacts Of Household Consumption Behaviors,70,10.1021/acs.est.8b01452,https://w3id.org/oc/meta/br/062103028320,year_volume_page
b6,10.1111/jiec.12391,2015-12-28,Worldwide Greenhouse Gas Reduction Potentials In Transportation By 2050,https://w3id.org/oc/meta/id/06320979154,https://w3id.org/oc/meta/ar/0616011492250,https://w3id.org/oc/meta/re/061602106735,https://w3id.org/oc/meta/br/061602718845,http://purl.org/spar/fabio/JournalArticle,Worldwide greenhouse gas reduction potentials in transportation by 2050,Worldwide Greenhouse Gas Reduction Potentials In Transportation By 2050,65,10.1111/jiec.12391,https://w3id.org/oc/meta/br/061602718559,year_volume_page
b7,10.1177/0013916508319587,2008-10-10,Attitude-Based Target Groups To Reduce The Ecological Impact Of Daily Mobility Behavior,https://w3id.org/oc/meta/id/061401232411,https://w3id.org/oc/meta/ar/061405257996,https://w3id.org/oc/meta/re/06140968762,https://w3id.org/oc/meta/br/061028657,http://purl.org/spar/fabio/JournalArticle,Attitude-based target groups to reduce the ecological impact of daily mobility behavior,Attitude-Based Target Groups To Reduce The Ecological Impact Of Daily Mobility Behavior,50,10.1177/0013916508319587,https://w3id.org/oc/meta/br/061401183002,author_title
b16,10.1016/j.jpowsour.2012.10.007,2013-08,Co-benefits Of Large Scale Plug-In Hybrid Electric Vehicle And Solar PV Deployment,https://w3id.org/oc/meta/id/0659053809,https://w3id.org/oc/meta/ar/061401856467,https://w3id.org/oc/meta/re/06140314136,https://w3id.org/oc/meta/br/069012863,http://purl.org/spar/fabio/JournalArticle,Co-benefits of large scale plug-in hybrid electric vehicle and solar pv deployment,Co-benefits Of Large Scale Plug-In Hybrid Electric Vehicle And Solar PV Deployment,70,10.1016/j.jpowsour.2012.10.007,https://w3id.org/oc/meta/br/06140458384,year_author_page
b17,10.1016/j.renene.2014.01.049,2014-08,Photovoltaics (PV) And Electric Vehicle-To-Grid (V2G) Strategies For Peak Demand Reduction In Urban Regions In Brazil In A Smart Grid Environment,https://w3id.org/oc/meta/id/06150617585,https://w3id.org/oc/meta/ar/061502265673,https://w3id.org/oc/meta/re/06150406201,https://w3id.org/oc/meta/br/06150560474,http://purl.org/spar/fabio/JournalArticle,Photovoltaics (pv) and electric vehicle-to-grid (v2g) strategies for peak demand reduction in urban regions in Brazil in a smart grid environment,Photovoltaics (PV) And Electric Vehicle-To-Grid (V2G) Strategies For Peak Demand Reduction In Urban Regions In Brazil In A Smart Grid Environment,70,10.1016/j.renene.2014.01.049,https://w3id.org/oc/meta/br/06150560305,year_author_page
b20,10.1016/j.rser.2012.11.042,2013-03,"Electric Vehicles And The Electric Grid: A Review Of Modeling Approaches, Impacts, And Renewable Energy Integration",https://w3id.org/oc/meta/id/06210991365,https://w3id.org/oc/meta/ar/062104054631,https://w3id.org/oc/meta/re/06210736566,https://w3id.org/oc/meta/br/06210942979,http://purl.org/spar/fabio/JournalArticle,"Electric vehicles and the electric grid: a review of modeling ap- proaches, impacts, and renewable energy integration","Electric Vehicles And The Electric Grid: A Review Of Modeling Approaches, Impacts, And Renewable Energy Integration",65,10.1016/j.rser.2012.11.042,https://w3id.org/oc/meta/br/06210942881,year_author_page
b21,10.1038/nclimate2685,2015-07-06,Autonomous Taxis Could Greatly Reduce Greenhouse-Gas Emissions Of US Light-Duty Vehicles,https://w3id.org/oc/meta/id/06210839280,https://w3id.org/oc/meta/ar/062103369396,https://w3id.org/oc/meta/re/06210594109,https://w3id.org/oc/meta/br/06210787693,http://purl.org/spar/fabio/JournalArticle,Autonomous taxis could greatly reduce greenhouse-gas emissions of us light-duty vehicles,Autonomous Taxis Could Greatly Reduce Greenhouse-Gas Emissions Of US Light-Duty Vehicles,70,10.1038/nclimate2685,https://w3id.org/oc/meta/br/06210787434,year_volume_page
b23,10.1007/s40518-015-0038-5,2015-07-21,"Automated Vehicles, On-Demand Mobility, And Environmental Impacts",https://w3id.org/oc/meta/id/06901761416,https://w3id.org/oc/meta/ar/06907638918,https://w3id.org/oc/meta/re/06901431245,https://w3id.org/oc/meta/br/06901743612,http://purl.org/spar/fabio/JournalArticle,"Automated vehicles, on-demand mobility, and environmental impacts","Automated Vehicles, On-Demand Mobility, And Environmental Impacts",70,10.1007/s40518-015-0038-5,https://w3id.org/oc/meta/br/06901743117,year_volume_page
b25,10.1016/j.envsci.2014.09.005,2015-01,Free-floating Electric Carsharing-Fleets In Smart Cities: The Dawning Of A Post-Private Car Era In Urban Environments?,https://w3id.org/oc/meta/id/061701158901,https://w3id.org/oc/meta/ar/061704764485,https://w3id.org/oc/meta/re/06170887584,https://w3id.org/oc/meta/br/061701116293,http://purl.org/spar/fabio/JournalArticle,Free-floating electric carsharing-fleets in smart cities: the dawning of a post-private car era in urban environments?,Free-floating Electric Carsharing-Fleets In Smart Cities: The Dawning Of A Post-Private Car Era In Urban Environments?,70,10.1016/j.envsci.2014.09.005,https://w3id.org/oc/meta/br/061701115316,year_author_page
b28,10.1109/tits.2010.2048313,2010-06,A Review Of The Applications Of Agent Technology In Traffic And Transportation Systems,https://w3id.org/oc/meta/id/063201220010,https://w3id.org/oc/meta/ar/061707654394,https://w3id.org/oc/meta/re/061701459823,https://w3id.org/oc/meta/br/061701759768,http://purl.org/spar/fabio/JournalArticle,A review of the applications of agent technology in traffic and transportation systems,A Review Of The Applications Of Agent Technology In Traffic And Transportation Systems,70,10.1109/tits.2010.2048313,https://w3id.org/oc/meta/br/061701759338,year_volume_page
b30,10.1007/s11704-011-1192-6,2012-01-27,Prediction Of Urban Human Mobility Using Large-Scale Taxi Traces And Its Applications,https://w3id.org/oc/meta/id/06920846946,https://w3id.org/oc/meta/ar/06350425958,https://w3id.org/oc/meta/re/0635073485,https://w3id.org/oc/meta/br/0635095868,http://purl.org/spar/fabio/JournalArticle,Prediction of urban human mobility using large-scale taxi traces and its applications,Prediction Of Urban Human Mobility Using Large-Scale Taxi Traces And Its Applications,70,10.1007/s11704-011-1192-6,https://w3id.org/oc/meta/br/0635095288,year_volume_page
b31,10.1126/science.1177170,2010-02-19,Limits Of Predictability In Human Mobility,https://w3id.org/oc/meta/id/062203678033,https://w3id.org/oc/meta/ar/061401930108,https://w3id.org/oc/meta/re/06140332044,https://w3id.org/oc/meta/br/06140477063,http://purl.org/spar/fabio/JournalArticle,Limits of predictability in human mobility,Limits Of Predictability In Human Mobility,70,10.1126/science.1177170,https://w3id.org/oc/meta/br/06140476745,year_volume_page
b33,10.1007/s11524-010-9509-6,2010-12,Built Environment Influences On Healthy Transportation Choices: Bicycling Versus Driving,https://w3id.org/oc/meta/id/06960205601,https://w3id.org/oc/meta/ar/06607600510,https://w3id.org/oc/meta/re/06601385002,https://w3id.org/oc/meta/br/06601679086,http://purl.org/spar/fabio/JournalArticle,Built environment influences on healthy transportation choices: bicycling versus driving,Built Environment Influences On Healthy Transportation Choices: Bicycling Versus Driving,70,10.1007/s11524-010-9509-6,https://w3id.org/oc/meta/br/06601678240,year_volume_page
b34,10.1016/j.jtrangeo.2013.05.003,2013-07,The Effect Of Environmental Factors On Bicycle Commuters In Vermont: Influences Of A Northern Climate,https://w3id.org/oc/meta/id/06310847543,https://w3id.org/oc/meta/ar/0630659408,https://w3id.org/oc/meta/re/0630112199,https://w3id.org/oc/meta/br/0630200738,http://purl.org/spar/fabio/JournalArticle,The effect of environmental factors on bicycle commuters in Vermont: influences of a northern climate,The Effect Of Environmental Factors On Bicycle Commuters In Vermont: Influences Of A Northern Climate,70,10.1016/j.jtrangeo.2013.05.003,https://w3id.org/oc/meta/br/0630200551,year_author_page
