reference_id,DOI,http://prismstandard.org/namespaces/basic/2.0/publicationDate,http://purl.org/dc/terms/title,http://purl.org/spar/datacite/hasIdentifier,http://purl.org/spar/pro/isDocumentContextFor,http://purl.org/vocab/frbr/core#embodiment,http://purl.org/vocab/frbr/core#partOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,article_title,matched_title,score,matched_doi,meta_id,query_type
ref_1,10.1038/nature01092,2002-09-12,Constraints On Future Changes In Climate And The Hydrologic Cycle,https://w3id.org/oc/meta/id/061105230333,https://w3id.org/oc/meta/ar/061201337830,https://w3id.org/oc/meta/re/06120234995,https://w3id.org/oc/meta/br/0626015828,http://purl.org/spar/fabio/JournalArticle,Constraints on future changes in climate and the hydrologic cycle,Constraints On Future Changes In Climate And The Hydrologic Cycle,70,10.1038/nature01092,https://w3id.org/oc/meta/br/06120352738,year_and_doi
ref_2,10.1214/aoms/1177705688,1960-12,Rank-Sum Tests For Dispersions,https://w3id.org/oc/meta/id/06901557424,https://w3id.org/oc/meta/ar/06906649299,https://w3id.org/oc/meta/re/06901253732,https://w3id.org/oc/meta/br/067033150,http://purl.org/spar/fabio/JournalArticle,Rank-sum tests for dispersions,Rank-Sum Tests For Dispersions,70,10.1214/aoms/1177705688,https://w3id.org/oc/meta/br/06901531828,year_and_doi
ref_3,10.1007/bf02368250,1994-07,Evaluating Rescaled Range Analysis For Time Series,https://w3id.org/oc/meta/id/0657010185,https://w3id.org/oc/meta/ar/062405869796,https://w3id.org/oc/meta/re/062401101160,https://w3id.org/oc/meta/br/062401345677,http://purl.org/spar/fabio/JournalArticle,Evaluating rescaled range analysis for time series,Evaluating Rescaled Range Analysis For Time Series,70,10.1007/bf02368250,https://w3id.org/oc/meta/br/062401345326,year_and_doi
ref_4,10.1029/2002wr001846,2003-04,Adjusting Measured Peak Discharges From An Urbanizing Watershed To Reflect A Stationary Land Use Signal,https://w3id.org/oc/meta/id/063301033862,https://w3id.org/oc/meta/ar/062404522539,,https://w3id.org/oc/meta/br/062401038549,http://purl.org/spar/fabio/JournalArticle,Adjusting measured peak discharges from an urbanizing watershed to reflect a stationary land use signal,Adjusting Measured Peak Discharges From An Urbanizing Watershed To Reflect A Stationary Land Use Signal,70,10.1029/2002wr001846,https://w3id.org/oc/meta/br/062401038293,year_and_doi
ref_5,10.1080/00401706.1974.10489158,1974-02,The Small Sample Behavior Of Some Statistics Which Test The Equality Of Several Means,https://w3id.org/oc/meta/id/06570163272,https://w3id.org/oc/meta/ar/06204902143,https://w3id.org/oc/meta/re/0620908423,https://w3id.org/oc/meta/br/0623025402,http://purl.org/spar/fabio/JournalArticle,The small sample behavior of some statistics which test the equality of several means,The Small Sample Behavior Of Some Statistics Which Test The Equality Of Several Means,70,10.1080/00401706.1974.10489158,https://w3id.org/oc/meta/br/06201130758,year_and_doi
ref_6,10.1016/0022-1694(84)90032-5,1984-07,Tests For Detecting A Shift In The Mean Of Hydrological Time Series,https://w3id.org/oc/meta/id/06670607895,https://w3id.org/oc/meta/ar/067013388115,https://w3id.org/oc/meta/re/06702275734,https://w3id.org/oc/meta/br/063052660,http://purl.org/spar/fabio/JournalArticle,Tests for detecting a shift in the mean of hydrological time series,Tests For Detecting A Shift In The Mean Of Hydrological Time Series,70,10.1016/0022-1694(84)90032-5,https://w3id.org/oc/meta/br/06703143109,year_and_doi
ref_8,10.1007/s10584-014-1254-5,2014-09-24,Non-stationary Extreme Value Analysis In A Changing Climate,https://w3id.org/oc/meta/id/06306138706,https://w3id.org/oc/meta/ar/062501807472,https://w3id.org/oc/meta/re/06250312395,https://w3id.org/oc/meta/br/06250460478,http://purl.org/spar/fabio/JournalArticle,Non-stationary extreme value analysis in a changing climate,Non-stationary Extreme Value Analysis In A Changing Climate,70,10.1007/s10584-014-1254-5,https://w3id.org/oc/meta/br/06250459532,year_and_doi
ref_9,10.1029/2008gl035075,2008-08-30,Climate Change Hotspots In The United States,https://w3id.org/oc/meta/id/06403018907,https://w3id.org/oc/meta/ar/064013617710,,https://w3id.org/oc/meta/br/06403234949,http://purl.org/spar/fabio/JournalArticle,Climate change hotspots in the United States,Climate Change Hotspots In The United States,70,10.1029/2008gl035075,https://w3id.org/oc/meta/br/06403234017,year_and_doi
ref_10,10.1029/2003wr002456,2004-01,Multivariate Hydrological Frequency Analysis Using Copulas,https://w3id.org/oc/meta/id/062401090847,https://w3id.org/oc/meta/ar/062404520844,,https://w3id.org/oc/meta/br/063022935,http://purl.org/spar/fabio/JournalArticle,Multivariate hydrological frequency analysis using copulas,Multivariate Hydrological Frequency Analysis Using Copulas,70,10.1029/2003wr002456,https://w3id.org/oc/meta/br/062401037848,year_and_doi
ref_11,10.1007/s00382-013-2026-z,2014-01-03,Cause Of Severe Droughts In Southwest China During 1951–2010,https://w3id.org/oc/meta/id/062101707101,https://w3id.org/oc/meta/ar/062107504540,https://w3id.org/oc/meta/re/062101390577,https://w3id.org/oc/meta/br/062101680070,http://purl.org/spar/fabio/JournalArticle,Cause of severe droughts in Southwest China during 1951–2010,Cause Of Severe Droughts In Southwest China During 1951–2010,70,10.1007/s00382-013-2026-z,https://w3id.org/oc/meta/br/062101679357,year_and_doi
